date,docx,headline,outlet,topic,url
10/27/15,Oct 26 - Nov 1,Global Gateway,The Pine Log,Two Pakistani students part of IREX’s Cultural Exchange Program presented a Global Gateway event at their school; these events allow students to learn about different cultures.,http://www.thepinelog.com/news/article_7b3dd128-7d2f-11e5-921c-eb4b7fb4838c.html
10/28/15,Oct 26 - Nov 1,Behind the Break-up of Council of Europe and Azerbaijan,Silk Road Reporters,Analysis regarding the break-up of PACE with Azerbaijan.,http://www.silkroadreporters.com/2015/10/28/behind-the-break-up-of-council-of-europe-and-azerbaijan/
10/28/15,Oct 26 - Nov 1,What are the services and social protection in emerging communities [Originally in Ukrainian],Volyn News,"A public awareness seminar on social protections in emerging communities in Ukraine was organized by the Association support decentralization Bridge Ukraine, which is part of the USAID Dialogue Program in cooperation with IREX, Bibliomist.",http://www.volynnews.com/news/authority/yakymy-budut-posluhy-ta-sotszakhyst-u-novostvorenykh-hromadakh/
10/29/15,Oct 26 - Nov 1,The Jordan Times—an enabling environment for women journalists,The Jordan Times,The Jordan Times is highlighted for its work in maintaining gender equality and being sensitive to women’s issues; reporter Nermeen Murad is currently leading the USAID-funded and IREX-implemented Jordanian Gender Programme.,http://www.jordantimes.com/news/local/jordan-times-%E2%80%94-enabling-environment-women-journalists
10/30/15,Oct 26 - Nov 1,The US Paralympic athlete of Ukrainian descent came to support fighters in hospital [Originally in Russian],Glavred,"U.S. Paralympic athlete Oksana Masters visited Ukraine via the invitation of American House, administered by IREX.",http://glavred.info/vip_star/oksana-masters-i-solomiya-vitvickaya-priehali-na-vstrechu-s-boycami-ato-v-voennyy-gospital-342390.html
10/27/2014,Oct 27-Nov 3,Liberia: UNESCO Educates Rural Broadcasters on Anti-Ebola Messages,All Africa,"UNESCO Monrovia trained over 40 community-based radio broadcasters. Participants were lectured individually by facilitators from IREX, UNICEF, WHO and facilitators from other professional areas.",http://allafrica.com/stories/201410280847.html
10/27/2014,Oct 27-Nov 3,Open letter to François Hollande highlights desperate state of independent media in Azerbaijan,IFEX,"Outlines the Azerbaijani crack down on press freedom. This past summer, the regime also began cracking down on NGOs that support news media and defend freedom of information – NGOs such as Institute for Reporters' Freedom and Safety, Media Rights Institute and IREX. It has frozen bank accounts, raided their offices and forced their representatives into exile or silence. Most have had no choice but to suspend operations.",http://www.ifex.org/azerbaijan/2014/10/27/open_letter/
10/28/2014,Oct 27-Nov 3,"""Reporters without Borders"" urged French President Ilham Aliyev affect (originally in Russian)",Armenia Today,Same open letter as previous articles,http://www.armtoday.info/default.asp?Lang=_Ru&NewsID=119593
10/29/2014,Oct 27-Nov 3,"Career Profile: Samantha McLean, IREX and the Peace Corps",The Preppy Post Grad,"Interview with Samantha about her roles and responsibilities at IREX, and favorite moments at IREX. Also talks about her Peace Corps tenure, future plans, and advice for other young women interested in international development. ",http://thepreppypostgrad.com/2014/10/29/careers-peace-corps/
10/30/2014,Oct 27-Nov 3,The world comes together to learn about business,Muscatine Journal,"The Community College Initiative international students from Muscatine Community College visited Muscatine radio station. The Community College Initiative Program equips participants with technical proficiency in their field of study, employability skills and leadership expertise to advance their country’s development and promote mutual understanding among cultures. Current Community College Initiative students at Muscatine Community College are from Bangladesh, Cote d’Ivoire, Egypt, Ghana, India, Indonesia, Pakistan and South Africa. The Community College Initiative is a program of the Bureau of Educational and Cultural Affairs of the U.S. Department of State and is supported by the people of the United States, and is administered by International Research and Exchanges Board.",http://muscatinejournal.com/news/local/education/the-world-comes-together-to-learn-about-business/article_081770fa-7a5a-5495-82cf-7d63ad537a08.html
11/3/2014,Oct 27-Nov 3,Myanmar to turn public libraries into modern information center,Xinhua News,"Myanmar launched a project to transform the country's public libraries into information centers. The Beyond Access Myanmar project will develop 55 libraries in 2015. The project is supported by the Ministry of Information, Myanmar Book Aid and Preservation Foundation, Ooredoo, and Irex. 22,000 people will benefit from the program",http://news.xinhuanet.com/english/2014-11/03/c_133761906.htm
11/3/2014,Oct 27-Nov 3,SEE's media market can be measured by one particular vital sign,Balkans.com,"Discusses different radio stations in the Balkans and rate of advertisers and market make up. The number of radio stations in Serbia grew to roughly 500 post-conflict, according to IREX.",http://www.balkans.com/open-news.php?uniquenumber=198304
11/3/2014,Oct 27-Nov 3,"On time. Guest program - Ryan Hilkrest - deputy editor of the American newspaper ""The Daily Press"" (originally in Ukranian)",Rivne 1,"Video interview with Ryan Hilkrest, part of Press exchange program sponsored by IREX",http://www.rivne1.tv/Info/?id=39947
10/05/15,Oct 5 - Oct 11,Rethinking the Ebola response: How Liberians helped themselves,Devex,IREXer Colby Pacheco analyzes the ways in which Liberian civil society came together and found solutions to combat the Ebola outbreak in Liberia.,https://www.devex.com/news/rethinking-the-ebola-response-how-liberians-helped-themselves-87030
10/06/15,Oct 5 - Oct 11,Marisa Porto: “Ten life lessons of Ukrainian journalism” [Originally in Ukrainian],Rivne Post,Editor of the American Daily Press newspaper discusses lessons learned from spending time with Ukrainian journalists in Ukraine as part a media partnership program with IREX.,http://rivnepost.rv.ua/showarticle.php?art=044978
10/06/15,Oct 5 - Oct 11,Liberia: Listening to John Kollie’s Program – ‘The Dialogue’ On Ebola Money and Items,All Africa,John Kollie’s ‘The Dialogue’ discusses the media and NGO’s (including IREX) responses to Ebola response and accountability practices.,http://allafrica.com/stories/201510061939.html
10/06/15,Oct 5 - Oct 11,Liberia: Study Rates Inquirer High for Grammar,All Africa,"The Civil Society and Media Leadership program released its grammar report and found ‘The Inquirer’ newspaper to have improved its performance rating in the areas of accuracy, relevance, structure, grammar, picture/sound quality, picture/sound relevance, gender sensitivity, and gender diversity.",http://allafrica.com/stories/201510061908.html
10/07/15,Oct 5 - Oct 11,Report Showcases Improved Media Performances On Ebola Accountability,Liberia Daily Observer,IREX and the Center for Media Studies and Peacebuilding released its second quarter report of media accountability on coverage of the Ebola crisis.,http://www.liberianobserver.com/news/report-showcases-improved-media-performance-ebola-accountability
10/07/15,Oct 5 - Oct 11,Liberia: DEN-L Holds Stakeholder’s Engagement,All Africa,"Local Liberia NGO, Development Education Network of Liberia, organized a forum in conjunction with USAID and IREX that discussed citizen engagement in local government and Liberian civil society.",http://allafrica.com/stories/201510070954.html
 ,Oct 5 - Oct 11,Liberia: Report Showcases Improved Media Performance On Ebola Accountability,All Africa,IREX and the Center for Media Studies and Peacebuilding released its second quarter report of media accountability on coverage of the Ebola crisis.,http://allafrica.com/stories/201510070851.html
10./08/15,Oct 5 - Oct 11,Liberia: Ebola Accountability Monitoring Report Released,All Africa,IREX and the Center for Media Studies and Peacebuilding released its second quarter report of media accountability on coverage of the Ebola crisis.,http://allafrica.com/stories/201510081913.html
10/6/2014,Oct 6-Oct 13,Liberia: CSOs Ebola Taskforce Opens Situation Room ,All Africa,"Civil Society Organization Ebola Response Taskforce launched its national initiative to open a situation room and buttress government efforts to combat virus spread. The initiative was supported by IREX, Actionaid and OSIWA.",http://allafrica.com/stories/201410070082.html
10/7/2014,Oct 6-Oct 13,2015 Mandela Washington Fellowship Application Now Open,Star Africa,Application announcement from PRNewswire,http://en.starafrica.com/news/2015-mandela-washington-fellowship-application-now-open.html
10/7/2014,Oct 6-Oct 13,Liberia: SKD Logistics Hub Begins Operations,All Africa,"The logistics hub at the Samuel K. Doe Sports (SKD) has begun the supplies of Personal Protective Equipment (PPE) and other materials to various Ebola Treatment Units (ETUs) and health centers in the country. Speaking to a team of Liberia Media Center (LMC)/IREX supported journalists in Monrovia Mr. Kromah said items distributed include surgical gowns, hand gloves, nose masks, juices and other protective equipment for use by healthcare workers in ETUs and other health facilities.",http://allafrica.com/stories/201410071143.html
10/8/2014,Oct 6-Oct 13,Non-governmental organization IREX ceased operations in Azerbaijan (originally in Russian),Kavkaz-Uzel,"American NGO IREX (Hint for International Research and Exchanges) announced the termination of its activities in Azerbaijan, which is being implemented since 1998, and the closure of its office in Baku.",http://www.kavkaz-uzel.ru/articles/250450/
10/9/2014,Oct 6-Oct 13,Thomas de Waal: The authorities of the United States should consider measures and sanctions against Azerbaijan (originally in Russian),Erkramas,"The human rights situation in Azerbaijan is worse than in Belarus, which was subjected to sanctions. Azerbaijani authorities have increased pressure on civil society, Western NGOs like IREX, NDI and others.",http://www.yerkramas.org/2014/10/09/tomas-de-vaal-vlasti-ssha-dolzhny-podumat-o-merax-i-sankciyax-protiv-azerbajdzhana/
10/8/2014,Oct 6-Oct 13,IREX stops in Azerbaijan (Originally in Russian),Regnum,"American NGO IREX (International Research and exchange) announced the termination of work in Azerbaijan, where it operated since 1998. The decision to close was made Sept. 30, said in a statement the Washington office of the organization.",http://www.regnum.ru/news/polit/1855047.html
10/10/2014,Oct 6-Oct 13,Ministry of Culture will continue to work with the program “Bibliomist” (originally in Ukranian),K M U ,"First Deputy Minister of Culture of Ukraine   Olesya Ostrovskaya met with the President of the Ukrainian Library Association Irina Shevchenko and Program Director ""Bibliomist"" Mr. Novak Matezhem to   discuss key areas of cooperation for the next year. ""Bibliomist"" - a joint program of the Ministry of Culture of Ukraine, the Council of the International Research and Exchanges Board ( IREX ) and the United States Agency for International Development ( USAID ), in support of which the Foundation B Illan and Melinda Gates Foundation provided a grant of $ 25 million.",http://www.kmu.gov.ua/control/uk/publish/article?art_id=247670078&cat_id=244277212
10/9/2014,Oct 6-Oct 13,IREX Azerbaijan leaves on a background investigation (Originally in Russian ,Radio Azattyk,American NGO IREX reported that ceases to operate in Azerbaijan. This decision was taken after against NGOs was prosecuted. Azerbaijani authorities raided the organization's office in Baku and seized computers and documents.,http://rus.azattyq.org/archive/news/20141009/360/360.html?id=26627910
10/10/2014,Oct 6-Oct 13,Sibiu Libraries Network Expands with  a New public library in Mosna (originally in Romanian),Ora de Sibiu,"The project is the sum of the efforts of those involved: ASTRA Sibiu County Library, City Hall and City Council Moşna IREX Foundation Bucharest and falls in the National Libraries - the world in your library.",http://www.oradesibiu.ro/2014/10/09/reteaua-biblionet-sibiu-se-extinde-cu-o-noua-biblioteca-publica-la-mosna/
10/11/2014,Oct 6-Oct 13,IREX NGO’s exit from Azerbaijan ‘A Blow’ says U.S. official,Radio Free Europe,"""We have greatly valued IREX's efforts to support independent, professional media and to facilitate people-to-people ties,"" a U.S. State Department official said in a statement to RFE/RL. ""The closure of IREX in Azerbaijan represents a blow to this important work,"" the official added. ",http://www.rferl.org/content/azerbaijan-ngo-irex-us-blow/26632381.html
10/11/2014,Oct 6-Oct 13,United States Department of State makes the expense of official Baku (originally in Russian),Haqqin,"The statement said that the United States Department of State, IREX funding and USAID, supported by an independent and professional media. IREX, like a number of other American NGOs suspected of financing the most radical critics and opponents, calling for the overthrow of the current government of Azerbaijan. ",http://haqqin.az/news/31759
10/11/2014,Oct 6-Oct 13,RSF condemns the imprisonment of an opposition journalist (originally in French),Nouvelles Armenie Magazine,"Journalist Seymour Khazi (Khaziev), the opposition daily Azadlig, joined the long list of actors Information imprisoned in Azerbaijan. Already ranked 160th out of 180 in the latest world ranking of press freedom by Reporters Without Borders, the country launched a few months an unprecedented offensive against the last vestiges of civil society. On September 5, the local office of the international NGO IREX, active in supporting the media, was raided in Baku.",http://www.armenews.com/article.php3?id_article=103956
10/12/2014,Oct 6-Oct 13,Azerbaijan cracks down while chairing Council of Europe,BBC News Europe,"In most cases the authorities have frozen bank accounts or launched tax inspections, forcing NGOs that received foreign grants to suspend projects. Other organizations include Transparency International, Irex, National Endowment for Democracy and Oxfam.",http://www.bbc.com/news/world-europe-29559009
10/13/2014,Oct 6-Oct 13,Azerbaijan cracks down while chairing Council of Europe,UK Wired News,Same as bbc article,http://www.ukwirednews.com/news/1613963/Azerbaijan+cracks+down+while+chairing+Council+of+Europe
10/13/2014,Oct 6-Oct 13,United States Department of State: Close IREX office in Azerbaijan will be a blow to these efforts (Originally in Russia),Armenia Today,"The statement said that Washington appreciates the efforts of IREX in support of independent, professional media and in facilitating contacts between people. ""The closure of IREX office in Azerbaijan will be a blow to these important efforts,"" - said the State Department.",http://www.armtoday.info/default.asp?Lang=_Ru&NewsID=118703
10/14/2014,Oct 6-Oct 13,Thomas de Waal: Azerbaijan should listen carefully to the statements from Washington (originally in Russian),Armenia Today,"Caucasus expert at the Carnegie International Peace Foundation Thomas de Waal believes that the cooling of relations with official Baku   West harms the independence of the country. The authorities stepped up the pressure on civil society, Western NGOs - IREX,   NDI   and others.",http://www.armtoday.info/default.asp?Lang=_Ru&NewsID=118763
10/09/2014,Oct 6-Oct 13,American NGO IREX ceases its activities in Azerbaijan,Panorama ,"American NGO IREX announced the termination of its activities in Azerbaijan and the closure of its offices in Baku, the Caucasian Knot reported.",http://www.panorama.am/en/politics/2014/10/09/tag-irex/
No Date,Oct 6-Oct 13,"Corruption, Crime, Terrorism Event",Carnegie Endowment for International Peace,"Join Carnegie for a discussion with Louise Shelley. She is the recipient of Guggenheim, National Endowment of the Humanities, IREX, Kennan Institute, and Fulbright fellowships and has received a MacArthur grant to establish the Russian Organized Crime Study Center.",http://carnegieendowment.org/2014/10/22/corruption-crime-and-terrorism/hrf3
No Date,Oct 6-Oct 13,A lens to the front,Roads & Kingdoms,"The news cycle’s impact on an organization like Metrography goes much further. Back in 2005, the international NGO IREX helped set up the National Iraqi News Agency with funding from the U.S. State Department. When that funding dried up two years later, the independent news agency was swallowed by the Iraqi government’s information machine. “Unless funding is guaranteed for a long period of time, what starts off as a good idea ends up being taken over lock, stock, and barrel by the government agencies which they were trying to offset in the first place,” Awad says. (In 2011, IREX sponsored Metrography’s weeklong workshop on photojournalism that flew in professionals from all over the globe.)",http://roadsandkingdoms.com/2014/a-lens-to-the-front/
9/2/2014,Sept 1-7,"New in SitRep this morning: The U.S. Institute of Peace's Kristin Lord, formerly of CNAS, is leaving USIP for IREX.",Foreign Policy Magazine,Kristin Lord will be the new IREX President,http://www.foreignpolicy.com/articles/2014/09/02/fps_situation_report_us_conducts_strike_in_somalia_a_marine_helicopter_crashes_t
 9/2/2014,Sept 1-7,Kristin Lord Appointed New President/CEO Of IREX,Sys-con.com,IREX Press Release from PR Newswire,http://www.sys-con.com/node/3168057
9/3/2014,Sept 1-7,Liberia: Ebola Treatment Center Closed,All Africa,Story source told a team of LMC/IREX sponsored journalists that securities and health workers have been ordered to reject all new patients coming to the facilities until otherwise notified.,http://allafrica.com/stories/201409030889.html
9/5/2014,Sept 1-7,Liberia: 'West Point Is Heartbeat of Monrovia',All Africa,The Chairman of West Point Ebola Awareness team has described the Township as the 'heartbeat' of all commercial activities in Monrovia. He spoke to a team of LMC/IREX embedded journalists in the Township.,http://allafrica.com/stories/201409050839.html
9/5/2014,Sept 1-7,"""Nairi"": an acute shortage of tourists (originally in Russian)",Express.am,"Mihran Aghabekian, owner of Holiday House ""Nairi"" Tsakhkadzo, participated in a special training program in the United States, organized by the international organization IREX in 2005. He attended seminars on the organization of hotel and tourism business, visited several cities across the country, and took a one week hotel management course in New York.",http://www.express.am/article/31_1075/view/nairi-ostraja-nehvatka-otdyhayushih.html
9/8/2014,Sept 1-7,People with disabilities and senior citizens are free to learn computer skills (originally in Russian),Arna Press,"Library centered administered by IREX and funded US Dept. of State teaches computer literacy and internet skills. Normally charges a fee, but began a free program targeting senior citizens and the disabled",http://www.arnapress.kz/education/53361
9/5/2014,Sept 1-7,Azerbaijani Officials Raid U.S.-Based NGO,Radio Free Europe,"Azerbaijani security officials have raided the Baku office of the nongovernmental organization IREX. Security officials confiscated computers and documents from IREX, RFE/RL reports.",http://www.rferl.org/content/azerbaijan-raids-us-ngo-irex/26569077.html
9/5/2014,Sept 1-7,Washington-area appointments for Sept. 8,Washington Post,IREX of the District appointed Kristin Lord president and chief executive. ,http://www.washingtonpost.com/business/economy/washington-area-appointments-for-sept-8/2014/09/05/ff9cb658-32f5-11e4-8f02-03c644b2d7d0_story.html
9/9/2015,Sept 1-7,Crimean News: Baku stormed the office of IREX  (originally in Russian),Fresh News,"Representatives of Azerbaijani law enforcement agencies raided the Baku branch of the American non-governmental organization IREX, - transfers Radio Liberty . ",http://fresh-news.org/58002-novosti-kryma-v-baku-vzyat-shturmom-ofis-mezhdunarodnoy-organizacii-irex.html
9/6/2014,Sept 1-7,"The Prosecutor's Office of Azerbaijan seized equipment and documents of American NGOs İREX, declare its representatives (originally in Russian)", ,"Representatives of the General Prosecutor's Office of Azerbaijan Baku raided the office of the American non-governmental organization İREX (The International Research and Exchanges) and seized all the computers and other equipment, as well as documents in the state organization. İREX intends to appeal this action in court, the correspondent of the ""Caucasian Knot"".",http://www.kavkaz-uzel.ru/articles/248739/
9/6/2014,Sept 1-7,"In Baku, stormed the office of IREX (originally in Russian) ",Investigator.org,"Representatives of Azerbaijani law enforcement agencies raided the Baku branch of the American non-governmental organization IREX, - transmits  Radio Liberty ",http://investigator.org.ua/news/136240/
9/6/2014,Sept 1-7,Baku - raided the offices of the American organization IREX (originally in Russian),Svoboda.org,"Azerbaijani law enforcement agencies rushed to the Baku branch of the American non-governmental organization IREX, and conducted a search there.",http://www.svoboda.org/content/article/26569131.html
9/8/2014,Sept 1-7,"A Community Outfit Receives $10,000 From The Ebola Task Force",The Perspective,"Former Public Agenda newspaper editor, who now works as a management consultant for the USAID funded Civil Society and Media Leadership (CSML) program implemented by the International Research and Exchanges Board (IREX) Liberia, described the work of his team and the volunteers on the field.",
9/14/15,Sept 14 - Sept 20,Ukrainian Public Libraries: upgrading or death [Originally in Ukrainian],DW.com,Ukrainian librarians prepare a development strategy for the next ten years to try to modernize and improve library capacities.,http://www.dw.com/uk/%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%81%D1%8C%D0%BA%D1%96-%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D1%87%D0%BD%D1%96-%D0%B1%D1%96%D0%B1%D0%BB%D1%96%D0%BE%D1%82%D0%B5%D0%BA%D0%B8-%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%96%D1%8F-%D0%B0%D0%B1%D0%BE-%D1%81%D0%BC%D0%B5%D1%80%D1%82%D1%8C/a-18713397
9/14/15,Sept 14 - Sept 20,American  TV journalists shared their experience with the students hoped to them [Originally in Ukrainian],Pedpresa.ua,American  TV journalists from WSIL-TV visiting Zhtomyr State University and spoke with students about American media and the differences between American and Ukrainian journalism; the event was made possible through a program funded by the U.S. Department of State and administered by IREX in Ukraine.,http://pedpresa.ua/137274-zhurnalisty-amerykanskogo-telekanalu-dilylysya-dosvidom-zi-studentamy-zhdu-im-ivana-franka.html
9/15/15,Sept 14 - Sept 20,It is the first of its kind in Jordan—A panel discussion shed[s] light on gender and sports issues [Originally in Arabic],Alghad.com,"The USAID Integration-gender program, implemented by IREX, hosted a seminar highlighting the issue of gender and sport in Jordan.",http://www.alghad.com/articles/893231-%D8%AC%D9%84%D8%B3%D8%A9-%D9%86%D9%82%D8%A7%D8%B4%D9%8A%D9%91%D8%A9-%D8%AA%D8%B3%D9%84%D9%91%D8%B7-%D8%A7%D9%84%D8%B6%D9%88%D8%A1-%D8%B9%D9%84%D9%89-%D9%82%D8%B6%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D9%86%D9%88%D8%B9-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A-%D9%88%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9?s=62f473215cc8dc3177f413cd024fd2f4
9/15/15,Sept 14 - Sept 20,RDL Participants End W/Shop On Healthier Communities,Daily Observer,"Participants from Liberia and Sierra Leone completed a five-day workshop in Monrovia on reproductive and maternal health, especially focusing on using the Radio Distance Learning initiative to reduce the maternal mortality rate; IREX was represented at the workshop, among other well-known NGO’s.",http://www.liberianobserver.com/health/rdl-participants-end-wshop-healthier-communities
9/15/15,Sept 14 - Sept 20,"Jordan, a seminar on gender and sport [Originally in Arabic]",MENAFN,"The USAID Integration-gender program, implemented by IREX, hosted a seminar highlighting the issue of gender and sport in Jordan.",http://www.menafn.com/arabic/1094342057/%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86-%D8%AD%D9%84%D9%82%D8%A9-%D9%86%D9%82%D8%A7%D8%B4%D9%8A%D8%A9-%D8%AD%D9%88%D9%84-%D8%A7%D9%84%D9%86%D9%88%D8%B9-%D8%A7%D9%84%D8%A7%D8%AC%D8%AA%D9%85%D8%A7%D8%B9%D9%8A-%D9%88%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9
9/17/15,Sept 14 - Sept 20,Foundation (IREX) and Ahli Club Qalqilya organize a workshop on writing a resume [Originally in Arabic],Raya.ps,"Implemented by IREX and funded by USAID, Qalqilya Club held a workshop at Al Quds Open University for students on resume writing.",http://www.raya.ps/ar/news/918494.html
9/15/2014,Sept 15-22,We are changing the name of a respectable (originally in Bosnian),Enovine,A journalist who received a grant from IREX launched an unpopular petition to change names in the media. The translation is not the best.,http://www.e-novine.com/entertainment/entertainment-vesti/109182-Menjamo-ime-neko-uglednije.html
9/17/2014,Sept 15-22,Somaliland: The 2nd Somali Peace Festival Gets underway in Hargeisa ,Somaliland Press,"Kow Meadia Corps, IREX Europe and IREX organized the 2nd Somali Peace Festival. The event follows the success of the first festival organized in March 2012. Artists portrayed messages of peace and tolearance. ",http://somalilandpress.com/somaliland-the-2nd-somali-peace-festival-gets-underway-in-hargeisa-54044
9/17/2014,Sept 15-22,Liberia: 83 Ebola Victims Died in Three Weeks,All Africa,"Report about victims and survivors, report made possible through the Liberian Media Center/IREX program.",http://allafrica.com/stories/201409170139.html
9/18/2014,Sept 15-22,"USAID, Partner Donate Equipment to Radio Bomi",Liberia News Agency,"The United States Agency for International Development (USAID) in partnership with IREX has donated US$26,000 worth of studio equipment to Radio Bomi.",http://www.liberianewsagency.org/pagesnews.php?nid=2615
9/18/2014,Sept 15-22,Liberia: IREX donates to Radio Bomi,All Africa,IREX with support from USAID donated broadcast equipment to Radio Bomi after it was gutted by a fire. The donation will allow the station to provide education and raise awareness during the Ebola crisis. ,http://allafrica.com/stories/201409181478.html
9/19/2014,Sept 15-22,Time to change the storyline on local Ebola reporting in Liberia ,Devex,News article about Thursday’s Ebola event.,https://www.devex.com/news/time-to-change-the-storyline-on-local-ebola-reporting-in-liberia-84363
9/19/2014,Sept 15-22,County Library “GTKIRILEANU” Neamt Partnerships Experience Exeeterne (Originally in Romanian),Ziar Patria,11 librarians from Romania visited public libraries in the UK as part of a professional program organized by Bill and Melinda Gates Foundation and IREX Romania,http://www.ziarpiatraneamt.ro/biblioteca-judeteana-g-t-kirileanu-neamt-experienta-parteneriatelor-exeterne
9/19/2014,Sept 15-22,Liberia: WHO Wants Ebola Survivors Accepted ,All Africa,"In an interview with a team of LMC/IREX reporters, doctors from the JFK Ebola treatment unit urge society to accept cured Ebola patients, rather than discriminate against them.",http://allafrica.com/stories/201409190724.html
9/20/2014,Sept 15-22,“Azadlig”: The Azerbaijani authorities are preparing a new “show with a coup d’etat”  (originally in Russian),Aysor,"Political prisoner living in the United States was interrogated upon his return to Azerbaijan. This is the latest in Azerbaijan’s anti-Western campaign. Azerbaijan searched IREX offices, shut down National Institute for Democracy and Oxfam.",http://www.aysor.am/ru/news/2014/09/20/azerbaijan/
9/22/2014,Sept 15-22,Azerbaijani officials harassed an American NGO (originally in French),Armenie Magazine,"Security officials attached the Azerbaijani Baku office of IREX. Senior adviser to the internal politics of President Ilham Aliyev, said Aug. 29 that independent media are ""anti-Azerbaijani forces"" financed from abroad.",http://www.armenews.com/article.php3?id_article=103302
9/21/15,Sept 21 - Sept 27,Qalqilya Ahli Club organizes a workshop identifiable activities Youth Development Resource Center at the Vocational Training Center,Alwatan Voice,"Implemented by IREX and funded by USAID, Ahli Club Qalqilya hosted a workshop to identify activities for youth; the club is also looking to expand its cultural activities that target the age group 14 – 29 years old.",http://www.alwatanvoice.com/arabic/news/2015/09/22/780557.html
9/22/15,Sept 21 - Sept 27,Liberia: Global Communities Tightlipped On Over U.S. $32 Million Ebola Money,All Africa,Global Communities is using the funds it received during the Ebola outbreak to implement Ebola-related programs such as safe burial and others; GC members spoke with members of IREX staff who attended the accountability training in Monrovia.,http://www.alwatanvoice.com/arabic/news/2015/09/22/780557.html
9/22/2014,Sept 22-29,The United States Urges the Azerbaijani Authorities to Account (originally in Russian),Real Armenia,U.S. officials are demanding an explanation for Azerbaijan’s behavior towards United States organizations. Azerbaijan ruling party closed the National Democratic Institute office and restricted IREX and OXFAM activities.,http://lratvakan.com/news/110223.html
9/22/2014,Sept 22-29,U.S. Urge Azerbaijani authorities to be responsible,Panorama ,"US demands explanation from Azerbaijani authorities regarding actions taken against American NGOs like IREX, OXFAM, NDI. Deputy Director of USAID will visit Baku to learn more.",http://www.panorama.am/en/politics/2014/09/22/usa-azerbaijan/
9/23/2014,Sept 22-29,Armenian agents in the center of Baku-millions of Washington (sensational investigation (Originally in Russian),Haqqin.az,U.S. based organizations have been convicted of organizing and financing riots. IREX has traces of Armenian agents. Outlines how international organizations infiltrated Azerbaijan and sponsored Armenian separatists.,http://haqqin.az/news/30578
9/22/2014,Sept 22-29,Discussion Forum “Ukraine at War”,Setton Hall University,Setton hall will host a discussion forum on Ukraine at war. Featuring Dr. Nadiya Kravets who’s dissertation was partially funded by IREX,http://www.shu.edu/news/article/489821#.VClhTfldVig
9/23/2014,Sept 22-29,Azerbaijan continues “hunting Armenian spies” (originally in Russian),Erkramas,Azerbaijani anti-Armenian hysteria and espionage campaign is increasing in pace. “Spies” were found at IREX. Would Vision is the latest organization to be accused of funding espionage.,http://www.yerkramas.org/2014/09/23/v-azerbajdzhane-prodolzhaetsya-oxota-na-armyanskix-shpionov-2/
9/23/2014,Sept 22-29,Welcoming Remarks Young African Leaders Initiative’s Mandela Washington Fellows,International Republican Institute,"Ambassador Mark Green, president of institute thanks IREX and other co-sponsors for making the event possible.",http://www.iri.org/sites/default/files/file/2014-09-23%20opening%20remarks%20welcoming%20yali%20mandele%20fellows_0.pdf
9/24/2014,Sept 22-29,GSCC Welcomes Global UGRAD Students,Gasden State Community College,Gadsden State community College welcomed two international students as part of the UGRAD program. The program is a part of the Bureau of Educational and Cultural Affairs (ECA) and is administered by the International Research & Exchanges Board (IREX).,http://www.gadsdenstate.edu/news/?p=3723
9/24/3014,Sept 22-29,"City Guide, “seen and unseen” video game console and the Nocturne Library in Cluj (originally in Romanian)",Vocea Transilvaniei,"The Libraries Nocturne event is coordinated by the National Association of Libraries and Librarians in Romania, with the support of IREX Romania and Libraries. The Nocturnal Library event hosted magic shows, sports event, musical performances, and film screenings.",http://www.voceatransilvaniei.ro/ghid-al-orasului-vazut-si-nevazut-jocuri-pe-consola-si-filme-la-nocturna-bibliotecilor-din-cluj/
9/25/2014,Sept 22-29,"Liberia: Logistics Hub, not ETU",All Africa,Construction at the Samuel K. Doe Sports Complex is intended for storage of logistics and not Ebola Treatment Unite. Staff member spoke to a team of LMC/IREX supported journalists in Monrovia.,http://allafrica.com/stories/201409251061.html
9/26/2014,Sept 22-29,September 26th. Calendar Kazinform “Date.Events.Names” (originally in Russian),Kazinform International News Agency,"14 years ago on Sept 26, 2000, Soros-Kazakhstan held its first educational fair “Education Abroad”, which present the grant educational programs of various international donor agencies and embassies, including IREX",http://inform.kz/rus/article/2700409
9/26/2014,Sept 22-29,Azerbaijan Doesn’t Want to Be Western,Foreign Affairs,"At the same time, the government in Baku has moved to close down or harass Western funders and institutions that have promoted democracy. Western organizations such as the nonprofit educational organization IREX, the National Democratic Institute, and even the charity Oxfam have been harassed: their bank accounts have been frozen or they have been forced to leave the country. ",http://www.foreignaffairs.com/articles/142113/thomas-de-waal/azerbaijan-doesnt-want-to-be-western
